ano;mes;rondonia;acre;Amazonas;Roraima;para;tocantins;maranhao;piaui;ceara;rn;paraiba;pernambuco;alagoas;sergipe;bahia;mg;es;rj;sp;parana;sc;rg;mt;ms;goias;df
1997 ;Jan;20855 ;562 ;0 ;0 ;2390 ;923 ;1932 ;1187 ;8457 ;3492 ;451 ;6687 ;4761 ;923 ;25868 ;253175 ;22218 ;38513 ;163793 ;72831 ;23853 ;128510 ;18250 ;14102 ;136312 ;7962 
1997 ;fev;17506 ;526 ;0 ;0 ;2115 ;830 ;1332 ;1004 ;7755 ;3063 ;409 ;7412 ;5034 ;824 ;23125 ;220027 ;18885 ;34141 ;143040 ;60981 ;21117 ;106895 ;15931 ;11708 ;115331 ;6058 
1997 ;mar;16040 ;488 ;0 ;0 ;2051 ;823 ;1160 ;1159 ;8953 ;3528 ;485 ;6822 ;4999 ;820 ;24865 ;224150 ;19678 ;36904 ;155553 ;65632 ;22792 ;114050 ;16017 ;11666 ;117500 ;7014 
1997 ;abr;16285 ;516 ;0 ;0 ;2305 ;961 ;1596 ;1135 ;6955 ;4343 ;477 ;3405 ;5909 ;1452 ;23517 ;214286 ;18724 ;37005 ;152691 ;57724 ;20165 ;83375 ;14217 ;10761 ;116442 ;6657 
1997 ;maio;18154 ;653 ;0 ;0 ;3118 ;1078 ;1361 ;1120 ;6943 ;4585 ;496 ;3394 ;6355 ;1394 ;22441 ;219508 ;16488 ;37355 ;160189 ;58474 ;19611 ;81677 ;13285 ;11623 ;113359 ;6690 
1997 ;jun;20383 ;721 ;0 ;0 ;3265 ;1066 ;1194 ;1031 ;6892 ;4197 ;432 ;3353 ;4929 ;1122 ;20647 ;217047 ;13518 ;34395 ;149388 ;60952 ;19246 ;85517 ;12213 ;11625 ;108855 ;7119 
1997 ;jul;23119 ;799 ;0 ;0 ;3970 ;924 ;1125 ;979 ;7879 ;4515 ;477 ;6002 ;4227 ;1431 ;19096 ;237366 ;13353 ;37024 ;163908 ;72344 ;23469 ;107416 ;13495 ;13336 ;116833 ;6863 
1997 ;agos;20871 ;810 ;0 ;0 ;3772 ;1329 ;641 ;959 ;7625 ;4409 ;423 ;4376 ;3458 ;1422 ;18386 ;237067 ;13187 ;37811 ;155953 ;73997 ;25610 ;119027 ;12808 ;12201 ;112928 ;5121 
1997 ;set;24037 ;876 ;0 ;0 ;3806 ;1352 ;725 ;931 ;7627 ;4187 ;445 ;4958 ;4241 ;1217 ;16140 ;219592 ;13284 ;41398 ;152689 ;74805 ;28034 ;124981 ;11853 ;12797 ;102545 ;4974 
1997 ;out;28872 ;812 ;0 ;0 ;5558 ;1070 ;1027 ;952 ;6891 ;4437 ;456 ;3223 ;4229 ;762 ;18697 ;274973 ;14202 ;43808 ;182321 ;84555 ;30607 ;115723 ;14676 ;15268 ;123401 ;6265 
1997 ;nov;27865 ;906 ;0 ;0 ;6067 ;1208 ;1354 ;1041 ;5955 ;4481 ;516 ;3466 ;4432 ;512 ;20641 ;293150 ;15974 ;44193 ;179066 ;75765 ;28259 ;109541 ;16815 ;14985 ;136650 ;4658 
1997 ;dez;27932 ;768 ;0 ;0 ;6323 ;1192 ;1633 ;1026 ;6703 ;4758 ;537 ;3735 ;5586 ;769 ;24043 ;306802 ;18117 ;47754 ;183958 ;77111 ;29496 ;114973 ;17483 ;15407 ;146147 ;4723 
1998 ;Jan;26608 ;757 ;0 ;0 ;7353 ;1449 ;1706 ;1101 ;7227 ;4823 ;649 ;6496 ;6232 ;657 ;25153 ;296015 ;17606 ;45805 ;174331 ;75722 ;29281 ;115158 ;17320 ;16379 ;148135 ;4209 
1998 ;fev;21327 ;754 ;0 ;0 ;6390 ;1331 ;1352 ;1084 ;6448 ;4642 ;561 ;6218 ;5537 ;569 ;22314 ;248174 ;14576 ;39262 ;156123 ;67043 ;25289 ;95641 ;15849 ;14560 ;121677 ;4266 
1998 ;mar;19665 ;712 ;0 ;0 ;6377 ;1381 ;1238 ;1266 ;6810 ;5260 ;657 ;5469 ;4557 ;751 ;23109 ;254371 ;14869 ;42683 ;165757 ;67461 ;25564 ;93757 ;16466 ;15299 ;127838 ;3949 
1998 ;abr;18041 ;722 ;0 ;0 ;6088 ;1325 ;1396 ;1008 ;7156 ;4742 ;649 ;4677 ;4308 ;542 ;21956 ;233904 ;15813 ;38423 ;156565 ;60901 ;23927 ;73680 ;14352 ;13933 ;111339 ;4829 
1998 ;maio;20709 ;782 ;0 ;0 ;6757 ;1442 ;1389 ;1245 ;7154 ;4816 ;716 ;4786 ;4667 ;683 ;21597 ;229457 ;14661 ;38817 ;156231 ;62395 ;24528 ;87623 ;13646 ;13644 ;109472 ;5229 
1998 ;jun;22426 ;902 ;0 ;0 ;6574 ;1408 ;1490 ;1265 ;6646 ;4801 ;740 ;4914 ;5513 ;707 ;20390 ;223641 ;13008 ;37728 ;154690 ;64278 ;26538 ;93353 ;12418 ;12765 ;104078 ;5160 
1998 ;jul;23590 ;977 ;0 ;0 ;7721 ;1300 ;1479 ;1254 ;6054 ;5099 ;735 ;4614 ;7101 ;800 ;19722 ;243892 ;12306 ;37180 ;148983 ;73244 ;30939 ;111888 ;12146 ;12195 ;100392 ;5247 
1998 ;agos;24679 ;1001 ;0 ;0 ;8077 ;1140 ;1204 ;1352 ;7460 ;5390 ;728 ;5550 ;7669 ;787 ;16512 ;262313 ;12844 ;39802 ;144539 ;79073 ;32759 ;120169 ;12900 ;13371 ;111522 ;5557 
1998 ;set;25899 ;983 ;0 ;0 ;7668 ;1170 ;1403 ;1275 ;7622 ;5041 ;746 ;3731 ;6939 ;711 ;14757 ;281215 ;13863 ;41086 ;134214 ;75646 ;33806 ;120953 ;14235 ;14668 ;111013 ;5864 
1998 ;out;29099 ;1006 ;0 ;0 ;8474 ;1316 ;1273 ;1254 ;7575 ;4847 ;756 ;2396 ;5737 ;559 ;15966 ;270510 ;14597 ;44009 ;165789 ;80024 ;34061 ;120501 ;15565 ;17495 ;120179 ;6235 
1998 ;nov;31063 ;967 ;0 ;0 ;13309 ;1590 ;2034 ;1016 ;7296 ;4808 ;689 ;2828 ;5305 ;516 ;20156 ;283245 ;15010 ;43262 ;164741 ;77857 ;31479 ;111363 ;15468 ;18240 ;134503 ;7246 
1998 ;dez;30898 ;905 ;0 ;0 ;8696 ;1676 ;1709 ;972 ;7588 ;4828 ;740 ;2146 ;5156 ;622 ;23120 ;299883 ;15188 ;44481 ;169726 ;76822 ;32409 ;110043 ;17859 ;17709 ;145369 ;7480 
1999 ;Jan;27992 ;769 ;0 ;0 ;8263 ;2693 ;1761 ;869 ;7010 ;4880 ;719 ;2028 ;4703 ;461 ;23587 ;304831 ;13575 ;42984 ;168539 ;79955 ;32759 ;113335 ;19168 ;17556 ;144076 ;6252 
1999 ;fev;23111 ;629 ;0 ;0 ;6864 ;2652 ;1279 ;785 ;6028 ;4399 ;623 ;1812 ;3940 ;327 ;18637 ;256452 ;12104 ;38613 ;150706 ;69497 ;30056 ;101125 ;17116 ;15600 ;126166 ;4597 
1999 ;mar;22528 ;575 ;0 ;0 ;7070 ;2762 ;1461 ;959 ;5943 ;4615 ;722 ;1984 ;3888 ;453 ;21531 ;282508 ;13922 ;41961 ;160198 ;73925 ;30139 ;101854 ;17973 ;16046 ;122563 ;4770 
1999 ;abr;20213 ;0 ;0 ;0 ;7222 ;2706 ;1287 ;897 ;6251 ;4781 ;676 ;1837 ;3846 ;544 ;19962 ;264185 ;12595 ;38440 ;150977 ;74817 ;27719 ;87765 ;14684 ;13757 ;114544 ;4422 
1999 ;maio;22757 ;0 ;0 ;0 ;8098 ;3026 ;1581 ;955 ;7018 ;4844 ;765 ;1980 ;5007 ;614 ;19096 ;256458 ;12498 ;37737 ;155435 ;74636 ;28802 ;95039 ;13076 ;14284 ;110809 ;4522 
1999 ;jun;24573 ;0 ;0 ;0 ;9231 ;2823 ;1734 ;927 ;7471 ;4801 ;720 ;1672 ;7147 ;848 ;18192 ;246596 ;11483 ;36703 ;145346 ;71443 ;28826 ;101374 ;11350 ;12713 ;96573 ;4495 
1999 ;jul;28565 ;0 ;0 ;0 ;9272 ;2609 ;1574 ;919 ;7721 ;4985 ;774 ;2255 ;7608 ;1065 ;18144 ;261440 ;12607 ;38866 ;150174 ;75812 ;34013 ;119606 ;11296 ;13468 ;101202 ;4434 
1999 ;agos;24986 ;0 ;0 ;0 ;9077 ;2306 ;1354 ;929 ;8572 ;5505 ;683 ;1759 ;7785 ;878 ;17208 ;261263 ;12442 ;39317 ;150648 ;80976 ;36974 ;135508 ;10579 ;12100 ;96658 ;4397 
1999 ;set;22158 ;0 ;0 ;0 ;9242 ;2136 ;1217 ;898 ;8009 ;4974 ;690 ;1882 ;7208 ;1030 ;17524 ;257083 ;11507 ;37405 ;151842 ;74204 ;37701 ;135888 ;9807 ;11649 ;89467 ;4109 
1999 ;out;32220 ;0 ;0 ;0 ;11517 ;3234 ;1258 ;980 ;8345 ;5430 ;776 ;1736 ;6034 ;922 ;21317 ;260890 ;11340 ;35972 ;160718 ;74131 ;36003 ;135969 ;10587 ;14914 ;98015 ;4331 
1999 ;nov;36423 ;0 ;0 ;0 ;12143 ;3695 ;1497 ;955 ;7082 ;5385 ;705 ;1722 ;7120 ;934 ;23321 ;272200 ;12000 ;38646 ;155186 ;73289 ;35569 ;126962 ;12054 ;16759 ;119218 ;4226 
1999 ;dez;36096 ;0 ;0 ;0 ;12070 ;4077 ;1583 ;1048 ;6813 ;5242 ;703 ;2495 ;6418 ;1017 ;26715 ;306936 ;13271 ;43344 ;160374 ;74427 ;38068 ;126903 ;14248 ;17648 ;139618 ;4460 
2000 ;Jan;36933 ;0 ;0 ;0 ;10281 ;3694 ;1402 ;1071 ;7003 ;6092 ;739 ;3328 ;6728 ;1052 ;23745 ;310112 ;13171 ;41461 ;187522 ;79251 ;37729 ;130108 ;17465 ;16934 ;144040 ;3056 
2000 ;fev;31028 ;0 ;0 ;0 ;9594 ;3382 ;1531 ;854 ;7338 ;6204 ;701 ;4242 ;6448 ;900 ;22697 ;284740 ;12949 ;39704 ;171760 ;77856 ;35587 ;120931 ;16931 ;16368 ;125589 ;3439 
2000 ;mar;29323 ;0 ;0 ;0 ;9227 ;3469 ;1659 ;956 ;7227 ;6444 ;722 ;4703 ;6620 ;899 ;23402 ;277792 ;13336 ;37875 ;175371 ;78086 ;33657 ;117524 ;17041 ;15346 ;122642 ;4221 
2000 ;abr;24141 ;0 ;0 ;0 ;8985 ;2953 ;1523 ;848 ;6699 ;5931 ;710 ;5475 ;5890 ;580 ;19484 ;250706 ;12561 ;35267 ;163190 ;68921 ;31437 ;105991 ;14583 ;13933 ;115856 ;3603 
2000 ;maio;28028 ;0 ;0 ;0 ;9851 ;3410 ;1682 ;963 ;7997 ;6108 ;805 ;6480 ;6739 ;662 ;19825 ;248973 ;12997 ;36306 ;162479 ;67738 ;33723 ;105813 ;13917 ;14004 ;108988 ;3678 
2000 ;jun;27191 ;0 ;0 ;0 ;10844 ;3386 ;1678 ;897 ;8307 ;5741 ;664 ;5837 ;6738 ;683 ;18210 ;228801 ;11411 ;31459 ;156810 ;70614 ;36344 ;113468 ;12081 ;12530 ;92001 ;4622 
2000 ;jul;27017 ;0 ;0 ;0 ;12293 ;2917 ;1922 ;893 ;9253 ;5864 ;601 ;5805 ;7930 ;704 ;17619 ;237356 ;11802 ;32291 ;175150 ;76440 ;39798 ;131012 ;10584 ;12916 ;90201 ;7084 
2000 ;agos;29177 ;0 ;0 ;0 ;12817 ;3455 ;1940 ;946 ;8865 ;6680 ;663 ;5484 ;8458 ;720 ;20715 ;254022 ;10968 ;34055 ;178121 ;76852 ;43687 ;144224 ;10685 ;12486 ;97299 ;5638 
2000 ;set;33902 ;0 ;0 ;0 ;11740 ;3524 ;2027 ;1017 ;8642 ;6586 ;586 ;5188 ;8119 ;568 ;18460 ;269832 ;10984 ;35205 ;187385 ;81324 ;46278 ;150354 ;11578 ;13864 ;111820 ;4250 
2000 ;out;39461 ;0 ;0 ;0 ;14517 ;4872 ;2257 ;974 ;7803 ;6573 ;598 ;6858 ;8548 ;579 ;20422 ;298839 ;11960 ;39126 ;194013 ;90729 ;48298 ;155241 ;13827 ;17053 ;134197 ;5411 
2000 ;nov;39913 ;0 ;0 ;0 ;14228 ;5069 ;2263 ;894 ;7304 ;6352 ;580 ;8446 ;8113 ;600 ;22212 ;314270 ;12574 ;37611 ;191452 ;88411 ;45356 ;138282 ;16170 ;19346 ;147386 ;4292 
2000 ;dez;38341 ;0 ;0 ;0 ;13478 ;4949 ;2140 ;1029 ;8442 ;6105 ;610 ;7993 ;8760 ;870 ;25531 ;354252 ;13116 ;37953 ;189418 ;89705 ;47385 ;143996 ;19370 ;20117 ;164693 ;6280 
2001 ;Jan;36023 ;0 ;0 ;0 ;13698 ;4759 ;2210 ;936 ;8266 ;6452 ;652 ;8787 ;8714 ;885 ;27084 ;331307 ;12799 ;36949 ;197911 ;90620 ;47386 ;150674 ;19204 ;18844 ;164674 ;3821 
2001 ;fev;28780 ;0 ;0 ;0 ;12195 ;4234 ;1649 ;833 ;6488 ;5970 ;533 ;7312 ;6679 ;923 ;23314 ;278570 ;11561 ;32183 ;164675 ;79183 ;39441 ;123852 ;17319 ;17735 ;141268 ;2816 
2001 ;mar;28672 ;0 ;0 ;0 ;12231 ;4303 ;1343 ;956 ;7660 ;6851 ;650 ;7068 ;6873 ;654 ;23342 ;294618 ;12926 ;36139 ;182220 ;80943 ;39428 ;126300 ;19284 ;18508 ;144898 ;4103 
2001 ;abr;28406 ;0 ;0 ;0 ;11922 ;5178 ;1743 ;875 ;7657 ;6333 ;628 ;7480 ;6824 ;1207 ;21968 ;291843 ;12261 ;34751 ;171633 ;73168 ;36283 ;110676 ;15693 ;17166 ;136455 ;3945 
2001 ;maio;31173 ;0 ;0 ;0 ;14054 ;4882 ;2485 ;926 ;8206 ;6738 ;648 ;7963 ;7462 ;1376 ;21527 ;282273 ;12548 ;33798 ;178432 ;76882 ;38633 ;112719 ;15116 ;16639 ;135420 ;4312 
2001 ;jun;34863 ;0 ;0 ;0 ;15893 ;5498 ;2510 ;913 ;7219 ;6490 ;650 ;8835 ;8010 ;1341 ;20101 ;293709 ;13685 ;33378 ;173531 ;77287 ;42651 ;130224 ;14449 ;16668 ;136920 ;3913 
2001 ;jul;36119 ;0 ;0 ;0 ;15290 ;5324 ;2924 ;1001 ;7495 ;6770 ;678 ;9325 ;10427 ;2293 ;20577 ;299814 ;15389 ;37530 ;178123 ;93519 ;46619 ;147012 ;13573 ;16517 ;136268 ;4276 
2001 ;agos;33571 ;0 ;0 ;0 ;14525 ;4475 ;2466 ;994 ;6798 ;6903 ;596 ;9556 ;9958 ;2358 ;18758 ;298208 ;15139 ;37875 ;177718 ;97345 ;51015 ;165999 ;13292 ;15308 ;130458 ;3314 
2001 ;set;34525 ;0 ;0 ;0 ;13476 ;4063 ;3009 ;966 ;6464 ;6519 ;594 ;8325 ;8829 ;2071 ;18100 ;294978 ;14244 ;36765 ;182400 ;96171 ;51278 ;161144 ;12702 ;15551 ;125340 ;4497 
2001 ;out;20303 ;0 ;0 ;0 ;15696 ;5292 ;3250 ;1002 ;6415 ;6910 ;618 ;7044 ;8000 ;1386 ;17888 ;335230 ;15350 ;37970 ;200440 ;93486 ;54188 ;156219 ;15079 ;19434 ;143262 ;3701 
2001 ;nov;34637 ;0 ;0 ;0 ;14524 ;5832 ;3209 ;979 ;6588 ;6783 ;599 ;7302 ;7775 ;972 ;20161 ;346138 ;16184 ;37551 ;191237 ;85158 ;51937 ;144933 ;16606 ;20506 ;152274 ;4040 
2001 ;dez;39204 ;0 ;0 ;0 ;14724 ;6146 ;3511 ;967 ;6744 ;6576 ;681 ;7433 ;6654 ;766 ;21442 ;353910 ;16909 ;37306 ;180116 ;91228 ;52562 ;150133 ;19449 ;20487 ;166351 ;3431 
2002 ;Jan;38060 ;0 ;0 ;0 ;13753 ;7614 ;2922 ;1144 ;7877 ;7033 ;833 ;8111 ;8126 ;1152 ;22926 ;333335 ;16401 ;36963 ;198365 ;91505 ;48827 ;142402 ;19151 ;22040 ;163635 ;2432 
2002 ;fev;30763 ;0 ;0 ;0 ;12462 ;3949 ;2444 ;982 ;7975 ;6625 ;802 ;9620 ;8747 ;1173 ;21660 ;281592 ;14259 ;32129 ;184888 ;77305 ;44144 ;126134 ;16779 ;21039 ;139047 ;2564 
2002 ;mar;31547 ;0 ;0 ;0 ;12876 ;4246 ;2370 ;981 ;6817 ;7471 ;756 ;8575 ;8593 ;1125 ;22025 ;296010 ;15393 ;33493 ;189825 ;83044 ;44186 ;126325 ;17372 ;20513 ;141180 ;2976 
2002 ;abr;30326 ;624 ;0 ;0 ;12241 ;4014 ;2428 ;976 ;7332 ;7231 ;816 ;7919 ;7484 ;1184 ;20054 ;299375 ;15265 ;30132 ;196685 ;79546 ;42514 ;114456 ;16047 ;19255 ;142312 ;1896 
2002 ;maio;35438 ;710 ;0 ;0 ;13433 ;4490 ;2707 ;966 ;6772 ;7027 ;823 ;7881 ;8378 ;1210 ;19766 ;288845 ;15814 ;28837 ;206750 ;80990 ;42812 ;112711 ;15640 ;19538 ;139399 ;1996 
2002 ;jun;36460 ;806 ;0 ;0 ;14931 ;4627 ;2524 ;1005 ;6833 ;6636 ;813 ;7324 ;8197 ;1457 ;17326 ;283194 ;15769 ;27542 ;197771 ;84927 ;43745 ;117565 ;15026 ;18311 ;124282 ;1964 
2002 ;jul;34449 ;785 ;0 ;0 ;15918 ;4442 ;2414 ;1047 ;6834 ;6642 ;792 ;8101 ;7830 ;3105 ;17328 ;289371 ;16130 ;29500 ;194561 ;93261 ;46393 ;135644 ;13171 ;17272 ;117019 ;2124 
2002 ;agos;38372 ;786 ;0 ;0 ;15991 ;4191 ;2299 ;1084 ;6523 ;7050 ;752 ;7940 ;7076 ;2366 ;16886 ;301549 ;16285 ;30596 ;195876 ;102280 ;47420 ;146576 ;13917 ;17383 ;114681 ;2180 
2002 ;set;41497 ;857 ;0 ;0 ;14929 ;3793 ;1818 ;1037 ;6381 ;6332 ;766 ;7496 ;6404 ;2198 ;15473 ;285266 ;15622 ;31411 ;187441 ;93710 ;45791 ;150277 ;13435 ;18302 ;106479 ;2177 
2002 ;out;45460 ;870 ;0 ;0 ;17347 ;5988 ;2285 ;1115 ;7733 ;6210 ;795 ;6887 ;6251 ;1599 ;14781 ;306690 ;18070 ;34178 ;194788 ;95773 ;49885 ;143903 ;0 ;21885 ;119135 ;0 
2002 ;nov;46204 ;842 ;0 ;0 ;17491 ;5820 ;2898 ;1052 ;7675 ;5888 ;813 ;6208 ;5835 ;1322 ;16019 ;319855 ;20505 ;33503 ;208268 ;92971 ;47513 ;125099 ;0 ;23234 ;139902 ;0 
2002 ;dez;48207 ;806 ;0 ;0 ;17823 ;6750 ;3525 ;1044 ;8100 ;6155 ;833 ;8460 ;6391 ;1380 ;19469 ;349303 ;20599 ;34546 ;227949 ;95428 ;51288 ;128503 ;0 ;25220 ;166218 ;0 
2003 ;Jan;48764 ;0 ;0 ;0 ;16329 ;6707 ;3971 ;902 ;7587 ;6428 ;868 ;9397 ;6774 ;2128 ;21259 ;350493 ;20515 ;33339 ;227520 ;103040 ;57367 ;127918 ;19861 ;25188 ;178577 ;995 
2003 ;fev;40052 ;0 ;0 ;0 ;14325 ;5920 ;3491 ;942 ;7616 ;6243 ;772 ;8908 ;6558 ;1939 ;18912 ;295701 ;15903 ;30871 ;195878 ;94091 ;47806 ;111688 ;18353 ;21949 ;149112 ;779 
2003 ;mar;37297 ;0 ;0 ;0 ;14150 ;6244 ;3835 ;968 ;7338 ;6527 ;870 ;11345 ;7892 ;2111 ;17185 ;316852 ;15936 ;32086 ;202039 ;97972 ;47839 ;113383 ;18594 ;22231 ;151976 ;921 
2003 ;abr;32040 ;541 ;0 ;0 ;13297 ;6025 ;3566 ;924 ;6607 ;6591 ;832 ;9308 ;6770 ;1938 ;17223 ;304882 ;15252 ;30895 ;189337 ;84511 ;40960 ;102157 ;15988 ;20541 ;145283 ;886 
2003 ;maio;37437 ;675 ;0 ;0 ;15069 ;6690 ;3840 ;977 ;6551 ;6782 ;906 ;6982 ;7697 ;2501 ;20814 ;297571 ;16532 ;30068 ;188554 ;85720 ;41937 ;100079 ;14813 ;21004 ;133849 ;981 
2003 ;jun;43551 ;812 ;0 ;0 ;15509 ;6718 ;3858 ;916 ;6174 ;6062 ;649 ;5998 ;8446 ;2303 ;18766 ;281214 ;15256 ;28762 ;186893 ;91188 ;43710 ;111069 ;13889 ;19963 ;122722 ;943 
2003 ;jul;44195 ;922 ;0 ;0 ;15762 ;6633 ;3730 ;916 ;7276 ;6383 ;691 ;5834 ;7851 ;2498 ;19652 ;279290 ;14287 ;28087 ;196259 ;100456 ;50971 ;139311 ;0 ;17907 ;113806 ;0 
2003 ;agos;39314 ;896 ;0 ;0 ;16152 ;6215 ;3398 ;932 ;7692 ;5930 ;735 ;5939 ;6986 ;2452 ;19334 ;293497 ;15993 ;29179 ;189880 ;103274 ;54467 ;152714 ;0 ;16743 ;111975 ;0 
2003 ;set;41299 ;893 ;0 ;0 ;17087 ;6927 ;3711 ;922 ;8280 ;5724 ;641 ;6513 ;7243 ;2156 ;14701 ;288213 ;16037 ;30654 ;183598 ;98475 ;55907 ;148888 ;0 ;19069 ;106928 ;0 
2003 ;out;51481 ;1040 ;0 ;0 ;18730 ;7170 ;3925 ;933 ;7512 ;5817 ;684 ;6690 ;7463 ;2025 ;11982 ;320612 ;16518 ;37762 ;192453 ;104941 ;59381 ;150519 ;0 ;23380 ;122184 ;0 
2003 ;nov;51440 ;1026 ;0 ;0 ;17734 ;7589 ;4178 ;1005 ;7284 ;5777 ;710 ;6492 ;7918 ;1969 ;13057 ;353131 ;18996 ;39177 ;192048 ;103195 ;57771 ;137809 ;0 ;25114 ;143700 ;0 
2003 ;dez;52769 ;1044 ;0 ;0 ;17687 ;7732 ;4263 ;1041 ;7122 ;5806 ;687 ;7081 ;7686 ;2307 ;19379 ;402146 ;20331 ;41167 ;208442 ;104546 ;60108 ;144923 ;0 ;27153 ;164544 ;0 
2004 ;Jan;50434 ;930 ;0 ;0 ;16677 ;7488 ;4015 ;1103 ;4931 ;5686 ;1916 ;5874 ;8683 ;1897 ;23074 ;382635 ;19949 ;33566 ;208155 ;103905 ;56812 ;143203 ;0 ;26628 ;163126 ;0 
2004 ;fev;41210 ;778 ;0 ;0 ;13428 ;6320 ;3636 ;1104 ;5804 ;5941 ;2221 ;4860 ;9824 ;1751 ;22429 ;350040 ;18437 ;26519 ;192142 ;98514 ;49742 ;123507 ;0 ;23376 ;144452 ;0 
2004 ;mar;37237 ;698 ;0 ;0 ;13293 ;5790 ;3579 ;1361 ;6873 ;6418 ;2544 ;5902 ;9179 ;1819 ;24368 ;343317 ;18988 ;28078 ;202123 ;97466 ;48357 ;112612 ;0 ;23809 ;144035 ;0 
2004 ;abr;35659 ;647 ;0 ;0 ;13836 ;5737 ;3425 ;1216 ;6045 ;6331 ;2673 ;5138 ;8108 ;2623 ;19693 ;311496 ;18271 ;26079 ;194264 ;92352 ;46569 ;98254 ;0 ;21556 ;131370 ;0 
2004 ;maio;41400 ;743 ;0 ;0 ;14951 ;5752 ;4120 ;1268 ;6733 ;6608 ;2746 ;5829 ;8018 ;2904 ;17682 ;316781 ;18272 ;27015 ;199743 ;90207 ;49426 ;108459 ;0 ;22135 ;141644 ;0 
2004 ;jun;38955 ;864 ;0 ;0 ;18203 ;6277 ;3984 ;1301 ;7572 ;6231 ;2720 ;6589 ;9275 ;3231 ;16812 ;313062 ;17104 ;26616 ;191062 ;90237 ;53272 ;124680 ;0 ;20560 ;125260 ;0 
2004 ;jul;43684 ;1012 ;0 ;0 ;18253 ;6278 ;3887 ;1319 ;8035 ;6383 ;2964 ;8622 ;10044 ;3348 ;17893 ;335315 ;17830 ;29307 ;194225 ;104817 ;57269 ;148285 ;0 ;21493 ;126821 ;0 
2004 ;agos;39526 ;1020 ;0 ;0 ;17588 ;5298 ;3644 ;1261 ;8114 ;6362 ;3031 ;7890 ;8966 ;3022 ;15763 ;318558 ;16751 ;29487 ;201591 ;112566 ;62833 ;169524 ;0 ;20583 ;115426 ;0 
2004 ;set;43130 ;1069 ;0 ;0 ;18710 ;5820 ;3798 ;1379 ;8013 ;6318 ;3024 ;7300 ;7938 ;2906 ;14280 ;327277 ;17428 ;30058 ;190391 ;105818 ;63976 ;170770 ;0 ;20371 ;118475 ;0 
2004 ;out;52311 ;1103 ;0 ;0 ;18962 ;6878 ;2898 ;1376 ;8114 ;6616 ;3225 ;8337 ;8307 ;2986 ;11765 ;353249 ;17120 ;32282 ;202572 ;110420 ;65767 ;162721 ;0 ;21983 ;131912 ;0 
2004 ;nov;56463 ;1091 ;0 ;0 ;19866 ;7903 ;3456 ;1393 ;7838 ;6469 ;3420 ;7772 ;8273 ;2963 ;18251 ;397258 ;19922 ;35817 ;208729 ;110913 ;62956 ;146067 ;0 ;26979 ;171864 ;0 
2004 ;dez;57755 ;1040 ;0 ;0 ;20351 ;8073 ;3807 ;1367 ;8251 ;6831 ;3609 ;9529 ;10175 ;3690 ;24313 ;423154 ;22774 ;36491 ;223594 ;119465 ;66131 ;155410 ;0 ;28493 ;196200 ;0 
2005 ;Jan;56530 ;965 ;0 ;0 ;19637 ;8466 ;4155 ;1314 ;9396 ;6765 ;3192 ;10975 ;10347 ;4611 ;26195 ;430338 ;21998 ;38102 ;214825 ;115260 ;66162 ;152499 ;21677 ;30427 ;186082 ;1153 
2005 ;fev;46581 ;769 ;0 ;0 ;17357 ;7922 ;3928 ;1262 ;8671 ;6240 ;3025 ;10036 ;10026 ;4607 ;26572 ;369793 ;19537 ;30397 ;179901 ;100845 ;60012 ;136399 ;20631 ;26373 ;159810 ;1026 
2005 ;mar;45411 ;760 ;0 ;0 ;17108 ;7309 ;4396 ;1233 ;8600 ;6748 ;3312 ;10906 ;10218 ;4568 ;26256 ;376280 ;19394 ;31121 ;184327 ;108293 ;59752 ;139271 ;19832 ;26427 ;169669 ;1188 
2005 ;abr;44421 ;692 ;0 ;0 ;16935 ;7655 ;4100 ;1308 ;10028 ;6417 ;3367 ;12422 ;10683 ;5359 ;25664 ;357114 ;18433 ;30470 ;185439 ;105473 ;58471 ;138357 ;19585 ;27588 ;173175 ;1236 
2005 ;maio;47559 ;742 ;0 ;0 ;18542 ;7944 ;4214 ;1303 ;11150 ;6278 ;3414 ;12478 ;10696 ;5980 ;26001 ;357989 ;19484 ;32730 ;198574 ;110077 ;60516 ;149904 ;20028 ;28563 ;162357 ;1226 
2005 ;jun;46045 ;883 ;0 ;0 ;20299 ;8257 ;4115 ;1446 ;9211 ;6235 ;3240 ;11777 ;10701 ;5906 ;25370 ;380399 ;19512 ;33556 ;185579 ;117480 ;62814 ;158757 ;19388 ;27326 ;154122 ;1369 
2005 ;jul;37183 ;0 ;0 ;0 ;17286 ;7438 ;3899 ;1496 ;9679 ;6288 ;3526 ;12191 ;10762 ;6113 ;28351 ;402464 ;20308 ;34247 ;187080 ;119720 ;68546 ;176238 ;17665 ;24847 ;162082 ;1335 
2005 ;agos;37949 ;0 ;0 ;0 ;15868 ;6155 ;2978 ;1616 ;10043 ;6472 ;3713 ;11112 ;10155 ;5723 ;27466 ;387911 ;20442 ;37408 ;196139 ;124519 ;73926 ;190484 ;16688 ;20957 ;154504 ;1473 
2005 ;set;37643 ;0 ;0 ;0 ;14559 ;4561 ;2780 ;1595 ;10540 ;6287 ;3586 ;10667 ;9344 ;5515 ;26714 ;383330 ;20180 ;36489 ;191841 ;118208 ;73036 ;183004 ;14194 ;19499 ;159839 ;1413 
